id,time,wage,male,age,event,compare,cluster_var
13-295,12,46000,0,32.052017,0,0,02-748
01-1513,24,47000,0,39.67009,0,0,01-305
01-7436,21,49000,1,22.2026,0,0,01-6989
01-885,22,49000,1,41.723476,0,0,01-646
99-105,31,48000,1,19.587954,0,0,01-1429
12-049,21,49000,0,40.29295,0,0,15-018
01-8202,23,50000,1,20.464066,0,0,03-324
03-1578,35,49000,0,18.013689,0,0,03-0426
01-5160,25,48000,0,27.34976,0,0,01-1204
04-348,22,54000,1,32.565365,0,0,04-004
11-208,10,49000,0,36.151951,0,0,11-211
02-6119,18,47000,1,18.622862,0,0,02-4556
20-034,5,51000,1,37.164955,0,0,18-039
01-1832,23,53000,0,37.952087,0,0,03-324
08-080,19,54000,0,47.705681,0,0,01-112
01-3180,30,49000,1,33.77002,0,0,01-2049
61-023,24,47000,0,33.215607,0,0,01-1477
02-7213,27,44000,0,18.034224,0,0,02-5880
01-7242,27,47000,1,23.448322,0,0,01-1237
42-1204,18,51000,1,31.442848,0,0,42-1201
01-9168,37,48000,1,21.901438,0,0,01-570
42-1255,16,52000,1,27.370295,0,0,42-1221
61-017,19,46000,0,32.168377,0,0,05-052
18-039,23,57000,0,42.435318,0,0,01-112
00-329,0,47000,1,22.024641,0,0,24-092
01-7718,19,48000,1,20.922655,0,0,01-087
01-2474,23,48000,1,34.577686,0,0,01-1717
11-507,14,49000,0,30.847364,0,0,02-1181
01-8299,15,44000,0,19.129364,0,0,49-005
02-187,29,52000,0,49.772758,0,0,14-018
32-027,24,48000,0,40.094456,0,0,01-112
01-6807,41,53000,1,27.466118,0,0,01-3371
02-5538,31,47000,1,23.003422,0,0,13-402
01-3659,44,53000,0,35.857632,0,0,01-268
01-290,39,57000,0,74.036957,0,0,01-029
02-4029,1,46000,0,21.483915,0,0,02-3952
02-3681,5,47000,0,22.887064,0,0,21-053
01-8055,12,46000,0,18.889801,0,0,01-1559
01-2474,8,48000,1,31.449692,0,0,01-1717
01-9067,36,48000,1,22.120466,0,0,18-039
06-145,36,48000,0,43.817932,0,0,02-5346
02-1849,20,53000,0,32.750172,0,0,02-5124
01-6105,28,53000,1,26.049282,0,0,01-3359
02-1855,18,52000,0,31.696098,0,0,01-8912
01-2192,10,50000,1,33.037643,0,0,01-918
30-040,7,52000,1,33.414101,0,0,05-008
34-048,47,50000,0,39.047226,0,0,11-075
02-4465,10,47000,0,21.92197,0,0,02-1758
02-4344,17,47000,1,24.2423,0,0,02-3119
02-7357,42,46000,0,20.703629,0,0,04-064
99-277,1,51000,0,30.094456,0,0,01-947
68-024,2,42000,1,23.790554,0,0,68-077
42-1483,33,49000,0,28.342232,0,0,42-1242
02-4444,5,49000,1,21.086927,0,0,24-092
01-5258,4,56000,1,22.674881,0,0,01-6118
00-137,22,50000,1,35.296371,0,0,01-8444
01-7279,8,49000,0,19.971252,0,0,14-018
01-7887,42,49000,0,25.467487,0,0,01-4697
01-5516,47,51000,1,31.10746,0,0,01-3376
02-5198,22,46000,0,22.592745,0,0,06-146
02-270,11,48000,0,47.575634,0,0,02-034
02-1265,12,49000,0,35.070499,0,0,03-252
02-1217,14,50000,0,36.158794,0,0,02-1035
03-068,14,52000,1,46.993839,0,0,01-1613
02-6403,38,48000,0,22.312115,0,0,00-076
24-023,15,52000,1,39.101986,0,0,02-003
03-187,26,46000,0,41.682407,0,0,01-6787
11-270,7,49000,0,31.832991,0,0,02-4534
02-5528,26,46000,0,21.942505,0,0,06-062
99-099,11,49000,0,33.33881,0,0,01-1455
68-080,37,50000,1,38,0,0,01-3371
01-7655,19,48000,1,21.066393,0,0,01-3371
01-584,30,50000,1,45.563313,0,0,01-918
02-4461,24,53000,0,24.796715,0,0,02-3119
42-1661,21,49000,1,21.7577,0,0,42-894
03-1665,40,49000,0,18.81451,0,0,01-3878
16-054,27,48000,1,40.443535,0,0,15-005
03-0924,33,53000,0,18,0,0,02-3197
01-9650,34,46000,0,20.635181,0,0,38-002
03-1752,44,53000,1,19.232033,0,0,01-3181
31-007,4,56000,1,36.644764,0,0,01-4642
13-013,29,52000,1,47.055439,0,0,02-2975
01-8265,47,53000,1,25.79603,0,0,01-7441
02-664,4,54000,0,37.575634,0,0,02-229
42-1440,5,47000,0,23.174538,0,0,42-1228
01-8054,11,47000,0,18.677618,0,0,01-1494
28-023,7,45000,0,36.240932,0,0,15-007
02-5943,22,47000,1,20.162903,0,0,13-191
41-004,24,49000,0,40.128681,0,0,01-325
42-608,34,47000,0,32.17522,0,0,42-634
01-9015,37,49000,0,22.524298,0,0,01-6250
01-8398,45,47000,1,25.282682,0,0,01-9063
02-3860,40,47000,0,29.937029,0,0,00-076
01-3741,45,51000,0,35.967144,0,0,03-0426
02-5229,13,48000,0,20.683094,0,0,02-1258
01-8265,19,53000,1,19.964409,0,0,01-2217
36-083,46,53000,1,37.74675,0,0,32-200
01-1799,11,48000,1,35.624916,0,0,01-2795
01-5987,38,50000,1,27.938398,0,0,32-050
01-7898,22,48000,1,21.264887,0,0,16-052
42-1234,27,51000,1,29.560575,0,0,42-1201
02-5653,33,53000,0,22.784393,0,0,01-5538
01-7501,6,46000,0,18.349075,0,0,08-047
00-157,12,47000,1,33.359344,0,0,01-305
02-7038,32,47000,1,19.649555,0,0,13-092
01-9641,35,47000,0,20.758385,0,0,01-1494
01-6377,33,52000,0,26.521561,0,0,09-010
10-016,9,52000,1,44.167007,0,0,14-018
03-3215,47,49000,0,18.56126,0,0,03-1760
02-2529,42,46000,0,35.125256,0,0,19-005
02-4485,16,48000,0,23.14716,0,0,02-2284
02-7579,36,47000,1,19.245722,0,0,04-453
88-028,28,46000,0,28.971937,0,0,01-6984
02-1963,22,50000,0,32.763863,0,0,02-034
01-6340,4,49000,0,19.895962,0,0,42-1413
29-089,14,47000,0,33.619438,0,0,01-6385
01-6228,2,48000,0,20.053389,0,0,15-041
12-050,44,49000,0,44.865162,0,0,02-4226
02-5503,37,46000,0,24.249146,0,0,24-018
28-061,23,49000,0,34.885693,0,0,01-8031
01-7210,24,51000,0,23.407255,0,0,01-6984
01-7886,7,48000,0,18.082136,0,0,01-3758
02-2647,21,49000,0,30.156057,0,0,02-4378
01-9283,23,48000,0,18.978781,0,0,01-305
01-5115,8,52000,0,23.995893,0,0,02-5138
02-7766,43,47000,1,20.409309,0,0,02-034
01-888,10,57000,0,39.047226,0,0,03-003
01-9960,29,49000,0,18.629705,0,0,09-010
01-1872,12,47000,0,35.994526,0,0,01-305
02-6364,38,47000,0,22.332649,0,0,04-133
02-4267,17,52000,1,24.2423,0,0,02-4617
01-9949,26,49000,1,18.301163,0,0,08-092
02-4931,6,47000,0,19.848049,0,0,02-1258
01-1338,24,49000,0,40.128681,0,0,01-1494
01-3622,40,47000,0,35.111568,0,0,29-029
01-2199,13,50000,0,33.687885,0,0,01-1717
01-1031,28,54000,0,42.086243,0,0,01-555
01-6054,12,47000,1,22.57221,0,0,17-024
02-1995,16,46000,0,31.38809,0,0,02-833
03-0615,41,47000,1,20.361397,0,0,99-183
01-5998,28,49000,1,25.761806,0,0,01-2087
02-8847,45,49000,1,19.081451,0,0,02-3783
01-7278,34,54000,1,25.241615,0,0,01-5373
03-0992,43,49000,0,20.258726,0,0,03-0426
42-1521,3,50000,0,21.511293,0,0,42-1581
23-009,7,50000,1,38,0,0,02-4417
02-1024,19,52000,1,25.330595,0,0,01-226
01-420,41,46000,0,52.476387,0,0,01-8773
02-5376,13,47000,1,19.711157,0,0,02-5289
01-3415,23,48000,0,31.94935,0,0,01-6385
02-5720,17,46000,0,19.403149,0,0,02-3271
34-059,46,51000,0,37.794662,0,0,02-316
02-6780,25,47000,0,18.876112,0,0,02-351
01-5109,4,49000,0,23.106091,0,0,01-1880
01-3463,26,46000,0,32.168377,0,0,10-058
03-0256,46,51000,0,21.661875,0,0,01-123
15-061,37,50000,0,38.095825,0,0,01-9394
02-3145,16,46000,0,27.609856,0,0,00-332
01-2700,11,50000,1,31.230663,0,0,01-268
51-025,13,50000,1,30.792608,0,0,02-316
02-5073,13,47000,1,21.052704,0,0,02-5041
42-889,2,48000,0,24.694046,0,0,42-1254
01-8871,33,51000,0,21.84668,0,0,03-0411
88-016,30,48000,1,29.55373,0,0,01-3371
02-4719,14,52000,1,21.538671,0,0,02-4033
05-036,31,54000,0,47.986309,0,0,03-0592
02-2723,5,49000,0,26.863792,0,0,02-3084
02-4381,24,47000,1,25.494865,0,0,02-3172
01-9476,20,47000,1,18,0,0,01-1152
03-1886,40,51000,1,18.417522,0,0,03-1383
02-3571,13,49000,0,24.995209,0,0,02-3119
02-6694,26,47000,1,19.211498,0,0,02-4534
99-244,9,53000,0,23.913757,0,0,01-5133
42-1624,17,46000,1,21.963039,0,0,42-1221
02-6109,13,47000,0,18,0,0,26-030
01-2217,17,54000,1,34.15332,0,0,01-4662
02-5625,28,47000,0,22.113621,0,0,02-6607
30-028,46,49000,0,42.900753,0,0,03-114
01-4180,0,50000,1,25.782341,0,0,01-869
03-367,7,49000,0,32.065708,0,0,07-043
01-8336,21,47000,0,19.882273,0,0,03-150
42-1800,19,48000,1,19.916496,0,0,42-1255
02-5258,8,50000,1,19.38946,0,0,02-3119
16-102,37,49000,0,35.077343,0,0,16-099
66-001,15,52000,1,30.628338,0,0,02-4617
02-9622,45,46000,0,18,0,0,02-345
11-146,41,49000,0,43.612595,0,0,02-3012
02-017,47,47000,0,76.75428,0,0,01-305
50-006,42,49000,0,40.703629,0,0,01-517
01-1492,12,47000,0,37.164955,0,0,06-380
01-8117,13,46000,0,18.335386,0,0,05-011
02-6805,22,53000,0,18,0,0,02-6803
46-009,21,49000,0,37.295002,0,0,02-3172
18-015,35,48000,0,46.603699,0,0,01-517
01-9841,31,46000,0,19.676933,0,0,05-049
03-1141,39,51000,0,19.136208,0,0,03-0393
01-6319,2,47000,0,19.622177,0,0,05-011
06-141,24,47000,1,41.552361,0,0,01-305
42-1640,14,46000,1,20.772074,0,0,42-1581
02-5355,10,46000,0,19.238878,0,0,04-348
01-1416,9,54000,1,36.829567,0,0,01-7951
08-261,8,45000,0,29.540041,0,0,04-045
02-4511,5,47000,1,20.66256,0,0,02-217
01-1141,24,49000,0,40.922657,0,0,01-9009
01-3648,46,53000,0,36.227242,0,0,01-2371
02-293,35,50000,0,48.451744,0,0,03-080
61-001,44,50000,0,40.265572,0,0,42-1263
02-8852,40,49000,0,18,0,0,11-360
01-3021,16,51000,1,31.29911,0,0,01-7079
27-012,47,51000,0,43.427788,0,0,02-7911
07-059,41,49000,1,39.293636,0,0,04-662
01-2169,5,50000,1,32.202602,0,0,01-6375
03-2519,44,49000,1,18.609171,0,0,01-6371
01-1516,7,52000,0,35.905544,0,0,16-010
02-6696,43,46000,0,22.757015,0,0,01-4900
01-834,30,55000,0,43.838467,0,0,01-5538
02-5757,21,48000,0,20.238194,0,0,66-001
02-5411,10,53000,1,18.684464,0,0,01-7831
01-3837,23,46000,0,20.607803,0,0,01-9531
02-692,43,53000,1,45.556465,0,0,01-5002
42-1441,5,51000,1,30.984259,0,0,01-1303
01-304,39,49000,0,50.416153,0,0,01-112
01-8611,15,49000,1,18.602327,0,0,01-4435
01-4296,0,48000,0,25.488022,0,0,15-041
03-1660,39,51000,1,18.520191,0,0,08-174
01-5349,9,47000,0,23.482546,0,0,11-092
01-5252,16,46000,0,25.104723,0,0,09-014
02-5052,41,49000,1,26.952772,0,0,02-3779
01-6325,45,49000,0,28.588638,0,0,01-394
01-4526,22,56000,0,28.835045,0,0,01-8912
03-152,40,49000,0,46.227242,0,0,03-068
06-211,1,47000,1,34.659821,0,0,02-229
11-168,21,49000,0,39.464752,0,0,02-237
02-6344,46,46000,0,24.105408,0,0,13-375
24-018,19,52000,0,40.0397,0,0,02-003
16-054,28,48000,1,40.648872,0,0,15-005
01-8913,39,49000,0,23.071869,0,0,01-4033
68-025,0,48000,0,23.386721,0,0,01-6559
02-6063,34,51000,0,22.175222,0,0,01-6989
01-6255,44,49000,0,28.985626,0,0,03-2482
02-5676,33,55000,1,22.613279,0,0,08-027
99-243,13,49000,0,32.85284,0,0,15-054
02-7943,34,49000,0,18.28063,0,0,02-748
02-6078,41,53000,1,23.859001,0,0,02-2975
29-008,35,51000,0,43.003422,0,0,01-5002
01-6559H,18,52000,1,19.779604,0,0,02-3015H
01-3136,11,52000,0,29.984941,0,0,14-018
01-3251,25,53000,0,32.71595,0,0,08-045
01-6045,37,49000,0,27.746748,0,0,03-0055
42-1541,26,54000,1,29.560575,0,0,42-894
03-0161,35,46000,0,19.649555,0,0,03-468
03-2425,42,51000,1,18.136892,0,0,01-6989
01-2889,20,55000,0,32.380562,0,0,01-3168
05-017,34,52000,0,51.127995,0,0,08-060
02-6560,18,47000,1,18,0,0,02-4226
02-4252,13,48000,0,23.626284,0,0,02-034
02-3338,2,48000,0,24.030117,0,0,13-013
08-154,44,52000,1,37.787819,0,0,01-2020
01-6103,5,50000,0,21.258041,0,0,01-834
11-006,20,52000,1,46.761124,0,0,14-018
02-6079,24,48000,0,20.197124,0,0,02-5304
01-3722,13,48000,0,29.163586,0,0,01-1613
01-5898,17,50000,0,24.386036,0,0,01-087
01-3355,15,48000,0,30.409309,0,0,01-4426
01-3667,8,51000,0,28.260096,0,0,01-5828
01-5575,5,48000,0,22.134155,0,0,17-024
61-019,33,45000,0,35.08419,0,0,01-794
02-1548,4,45000,0,30.847364,0,0,02-2465
01-678,6,49000,0,39.765915,0,0,01-1416
01-3151,2,47000,1,28.130047,0,0,01-6371
08-144,16,52000,0,41.230663,0,0,01-1613
02-7137,28,47000,1,18.417522,0,0,02-6241
02-7041,42,49000,0,21.771389,0,0,13-190
02-229,20,54000,0,46.240932,0,0,02-237
42-1914,33,46000,1,20.005476,0,0,42-1254
02-3819,14,53000,1,24.33128,0,0,02-5130
02-1706,4,46000,0,30.231348,0,0,02-3086
01-7389,20,50000,1,20.867899,0,0,42-1411
42-1542,22,46000,0,25.316906,0,0,42-1581
01-9286,23,47000,1,18.978781,0,0,01-517
03-1239,35,48000,0,18.410677,0,0,01-087
02-4914,6,47000,1,19.868584,0,0,06-172
01-4596,23,47000,0,29.088297,0,0,04-193
02-3852,25,48000,0,26.829569,0,0,02-2039
42-969,22,45000,1,29.074606,0,0,68-077
42-120,39,43000,1,39.786446,0,0,68-077
01-3677,13,46000,0,29.307323,0,0,38-008
01-9207,42,49000,1,22.880219,0,0,01-758
01-4356,43,53000,0,34.112251,0,0,01-4895
01-7410,12,48000,1,20.402464,0,0,01-1717
04-623,5,47000,0,20.156057,0,0,04-154
68-039,0,49000,0,23.195072,0,0,02-3015
09-100,17,49000,0,38.732376,0,0,09-010
01-9522,30,47000,0,19.978098,0,0,20-037
01-3212,37,52000,0,35.002052,0,0,01-4363
01-2603,15,53000,1,29.765915,0,0,05-011
16-090,40,46000,0,37.459274,0,0,01-6110
05-135,13,48000,0,33.420944,0,0,05-010
02-4200,35,46000,0,23.154003,0,0,02-5356
02-5314,3,46000,0,18,0,0,09-110
63-018,33,51000,0,35.049965,0,0,02-4033
01-7693,44,49000,0,26.131416,0,0,01-1237
09-106,11,50000,0,37.479809,0,0,09-028
51-026,20,47000,1,32.250515,0,0,02-6607
99-380,37,49000,0,36.891171,0,0,01-658
42-1055,19,49000,0,,0,0,42-1053
01-135,13,51000,0,51.627655,0,0,18-039
02-5578,24,46000,0,21.429157,0,0,02-1040
02-5812,26,46000,0,21.210131,0,0,02-2907
02-5828,21,47000,0,20.183435,0,0,00-076
01-6543,23,53000,1,24.132786,0,0,01-758
01-7798,35,47000,1,24.160164,0,0,04-154
01-8234,32,52000,1,22.147844,0,0,01-266
37-040,28,53000,1,27.055441,0,0,16-047
03-1867,38,48000,0,18.047913,0,0,01-305
02-3524,6,54000,0,23.571526,0,0,01-6118
04-615,12,49000,1,21.744011,0,0,04-602
04-511,19,49000,1,25.618069,0,0,01-884
24-075,30,51000,0,39.492126,0,0,02-4747
03-090,41,49000,0,49.074608,0,0,01-305
01-9657,41,50000,0,21.990417,0,0,02-452
01-1926,44,52000,0,41.271732,0,0,01-8869
03-141,5,51000,0,38.937714,0,0,11-092
01-5222,46,56000,0,31.100616,0,0,01-5555
02-5308,26,50000,1,22.03833,0,0,02-6382
02-1751,30,50000,0,35.234772,0,0,01-1717
01-2371,31,57000,0,36.405201,0,0,02-5138
01-3432,11,46000,0,29.38946,0,0,22-048
42-391,22,50000,0,31.531828,0,0,42-1242
24-055,23,49000,0,39.149899,0,0,02-351
21-088,35,46000,0,36.733742,0,0,21-007
02-8966,41,46000,0,18.027378,0,0,02-501
29-056,21,50000,0,37.787819,0,0,01-5356
11-306,42,47000,1,38.595482,0,0,02-034
42-709,27,49000,1,31.285421,0,0,01-6986
01-9221,20,51000,0,18.260096,0,0,01-6989
01-7173,46,52000,0,27.411362,0,0,01-045
01-777,40,52000,1,46.227242,0,0,01-1717
02-1793,12,53000,0,31.381245,0,0,02-2907
03-0979,31,49000,1,18,0,0,01-758
02-4616,3,50000,1,19.772758,0,0,02-3084
03-0542,34,54000,1,18.828199,0,0,03-0411
05-038,34,49000,0,49.868584,0,0,01-9681
88-106,16,48000,0,24.269678,0,0,01-3371
01-9560,45,48000,0,22.483231,0,0,18-039
01-8981,30,47000,0,21.148529,0,0,01-8031
02-4381,44,49000,1,29.656401,0,0,02-833
03-1744,46,50000,1,19.793293,0,0,03-3003
01-5731,4,47000,1,,0,0,30-139
03-0002,27,47000,1,18.239561,0,0,01-2087
01-4038,4,48000,1,18.985626,0,0,78-001
88-148,34,44000,1,25.713894,0,0,42-634
02-5884,16,48000,0,18.841888,0,0,02-034
02-5449,37,50000,0,24.440794,0,0,02-144
01-3989,6,46000,0,27.356606,0,0,01-4594
03-1602,36,55000,0,18.034224,0,0,01-112
01-9327,28,46000,0,20.005476,0,0,20-006
02-5166,12,46000,1,20.559891,0,0,66-001
16-094,29,48000,0,34.632442,0,0,15-005
23-009,23,50000,1,41.340179,0,0,23-060
42-1598,11,48000,0,21.538671,0,0,42-1221
03-087,37,52000,0,48.25325,0,0,01-658
18-028,11,49000,0,40.751541,0,0,01-112
01-870,2,50000,0,37.780972,0,0,01-1763
02-3606,1,46000,1,22.353182,0,0,02-355
01-4986,23,49000,1,27.890486,0,0,01-5828
26-008,11,49000,0,38.835045,0,0,13-013
10-096,14,46000,0,37.548256,0,0,20-037
02-911,9,51000,0,37.329227,0,0,02-034
08-207,8,49000,0,32.093086,0,0,14-018
02-2597,21,50000,1,30.587269,0,0,02-2644
24-004,8,49000,0,38.321697,0,0,14-018
02-2623,34,51000,0,33.201916,0,0,66-003
06-136,33,54000,0,43.414101,0,0,02-5124
02-213,32,52000,1,49.74538,0,0,02-185
88-148,46,44000,1,28.212183,0,0,42-634
02-229,39,54000,0,50.190281,0,0,02-237
42-1306,9,47000,0,24.919918,0,0,42-1507
04-103,44,51000,0,48.629707,0,0,04-027
01-3736,26,47000,1,31.983572,0,0,29-029
01-4011,16,49000,1,29.314167,0,0,01-7879
06-211,2,47000,1,34.851471,0,0,02-229
02-3618,10,46000,0,24.146475,0,0,02-809
05-054,17,49000,0,42.880219,0,0,05-011
01-7134,1,46000,0,18.08898,0,0,10-041
18-116,0,47000,0,29.882273,0,0,18-061
27-001,40,49000,0,44.872005,0,0,02-3428
02-6084,39,52000,1,23.263517,0,0,02-3462
01-9371,40,48000,0,22.366873,0,0,01-253
01-8237,31,47000,0,22.510609,0,0,03-324
01-8852,14,51000,0,18,0,0,20-037
03-346,2,47000,0,32.161533,0,0,16-005
01-1161,26,50000,1,41.326488,0,0,01-1031
33-023,30,48000,0,37.295002,0,0,33-006
01-8870,19,49000,0,18.527037,0,0,30-139
01-9396,41,46000,0,,0,0,22-048
01-1905,45,54000,1,41.655029,0,0,03-0594
01-9647,35,48000,1,20.806297,0,0,01-305
02-4353,40,48000,0,28.882957,0,0,02-6241
01-7572,40,49000,1,25.816565,0,0,01-3148
01-2457,2,54000,1,30.053389,0,0,01-7066
02-5422,13,46000,0,19.567419,0,0,04-602
02-755,47,55000,0,46.015057,0,0,02-5088
02-5486,10,47000,0,18.65024,0,0,00-076
02-3462,27,54000,1,27.787817,0,0,02-3055
24-144,30,49000,0,35.02943,0,0,02-370
02-2816,9,46000,0,18.527037,0,0,02-710
02-2152,11,49000,0,29.55373,0,0,02-481
01-6837,20,47000,1,23.133471,0,0,15-018
03-202,5,52000,0,36.829567,0,0,30-031
04-298,28,50000,1,37.06913,0,0,01-873
06-021,28,52000,0,50.580421,0,0,14-018
03-126,46,48000,0,48.903488,0,0,01-9417
01-5964,24,47000,0,25.036276,0,0,01-1613
23-039,19,49000,0,37.274471,0,0,02-2975
02-1272,9,53000,0,34.310745,0,0,01-2158
02-4372,37,49000,1,28.205339,0,0,02-5346
42-1209,10,49000,1,26.809034,0,0,42-1392
01-3418,1,51000,0,27.363449,0,0,01-2564
03-1235,38,51000,0,18.821356,0,0,01-123
25-069,22,46000,0,34.050652,0,0,02-5289
01-7553,25,47000,1,23.215605,0,0,01-7079
32-023,29,49000,0,41.141685,0,0,08-164
01-7096,24,50000,0,23.256674,0,0,01-3920
01-8878,22,47000,1,18.917179,0,0,05-006
01-3310,19,47000,0,31.244354,0,0,01-1494
01-7139,29,46000,0,23.865845,0,0,01-2087
01-7862,6,46000,0,18,0,0,15-007
40-033,38,45000,0,37.596169,0,0,58-005
02-1443,35,50000,0,38.294319,0,0,02-211
01-747,10,48000,0,40.067078,0,0,01-7795
02-5652,23,50000,1,20.895277,0,0,02-5623
02-5525,25,46000,0,21.764545,0,0,02-652
29-091,16,49000,0,33.728954,0,0,01-8893
01-9359,24,48000,1,19.122519,0,0,01-1717
01-5532,44,51000,0,29.772758,0,0,01-123
29-109,23,48000,0,33.003422,0,0,01-6385
01-6414,37,48000,0,27.267624,0,0,01-4895
02-6924,44,49000,0,22.442163,0,0,01-658
01-9099,21,49000,1,18.944559,0,0,01-3758
02-4335,18,51000,1,23.87269,0,0,02-4617
02-7458,34,47000,0,19.01985,0,0,04-530
01-2009,17,46000,0,35.310062,0,0,01-1880
01-597,18,53000,0,26.863792,0,0,02-3056
03-0510,40,49000,1,20.067078,0,0,01-6989
01-594,5,52000,0,40.375084,0,0,01-834
17-003,22,50000,0,39.464752,0,0,01-1613
01-4689,7,52000,1,24.926762,0,0,15-007
01-7923,46,48000,0,26.083504,0,0,01-2943
01-677,9,49000,0,40.395622,0,0,01-5258
01-3250,9,54000,1,29.375771,0,0,01-5258
99-078,0,46000,0,31.292267,0,0,08-034
02-4220,27,49000,0,26.548939,0,0,02-3462
01-6743,13,50000,1,21.689255,0,0,01-6807
08-047,14,53000,0,49.916496,0,0,05-029
27-054,10,46000,0,30.060232,0,0,66-001
03-241,4,48000,0,35.754963,0,0,03-070
01-920,18,53000,1,40.5462,0,0,01-7018
01-2633,8,47000,1,30.847364,0,0,11-092
02-6914,34,48000,0,20.39562,0,0,00-076
01-7558,14,47000,1,20.908966,0,0,01-7079
01-5692,12,50000,0,22.989733,0,0,58-005
01-9406,23,50000,0,18.691307,0,0,01-5955
01-9766,46,48000,0,22.907598,0,0,99-183
15-005,2,53000,0,41.518139,0,0,01-4443
02-5615,9,46000,0,18.16427,0,0,02-3271
11-493,6,49000,1,28.965092,0,0,06-288
SM-0027,42,48000,1,18.376455,0,0,01-3371
01-3271,12,49000,0,29.861738,1,0,99-320
01-7189,2,49000,1,18.90349,0,0,01-4697
03-1506,39,47000,1,,0,0,15-054
02-5839,27,48000,1,21.38809,0,0,02-2039
02-7289,32,47000,0,18.821356,0,0,24-056
03-1168,46,49000,1,20.64887,0,0,32-200
03-1539,43,51000,0,19.444216,0,0,01-9799
02-380,20,54000,0,43.749485,0,0,02-6187
01-4426,8,52000,1,26.528406,0,0,08-060
99-380,30,49000,0,35.419575,0,0,01-658
68-087,23,49000,0,25.782341,0,0,01-6159
04-240,14,46000,0,37.274471,0,0,04-018
02-3936,24,51000,0,26.309378,0,0,02-044
02-7943,33,49000,0,18.068447,0,0,02-748
42-1275,42,53000,1,32.271046,0,0,42-1577
02-5320,15,53000,1,20.265572,0,0,02-5346
02-6625,21,47000,0,,0,0,02-5716
01-2169,41,51000,1,39.704311,0,0,15-041
01-5318,21,47000,0,26.131416,0,0,01-1677
02-6047,26,47000,1,20.792608,0,0,02-5042
68-131,18,46000,0,23.338808,0,0,42-634
30-098,27,45000,0,34.707733,0,0,01-1152
02-2723,17,49000,0,29.368925,0,0,02-3084
02-371,2,50000,0,40.286106,0,0,02-034
02-4523,11,46000,0,21.887749,0,0,02-316
23-081,11,49000,0,31.997263,0,0,02-2975
01-6706,1,47000,1,18.841888,0,0,01-1283
01-6969,45,52000,1,28.143736,0,0,01-5850
01-7626,44,46000,0,26.514715,0,0,30-040
01-7793,43,47000,0,25.823408,0,0,03-0349
06-363,34,47000,1,36.172485,0,0,02-5346
01-7052,41,49000,0,27.130732,0,0,02-2853
02-018,12,55000,1,59.882271,0,0,01-1717
02-5622,31,49000,0,22.490076,0,0,01-658
41-060,1,49000,0,19.266256,0,0,05-006
02-1839,38,48000,0,36.555786,0,0,02-144
01-1109,28,52000,0,41.853527,0,0,01-204
02-7198,30,47000,1,18.704996,0,0,02-3524
01-6615,23,49000,0,23.954824,0,0,01-5373
13-335,44,49000,0,38.157425,0,0,07-024
42-1537,2,47000,1,21.203285,0,0,42-1283
01-9932,25,48000,1,18.198494,0,0,08-047
03-0496,41,48000,0,20.498289,0,0,01-087
01-5418,41,46000,0,30.032854,0,0,08-089
01-8585,12,49000,1,18.075291,0,0,49-005
02-5144,6,49000,1,19.211498,0,0,02-5374
11-194,6,49000,0,35.741272,0,0,11-003
03-0658,38,48000,1,19.718002,0,0,01-6989
38-059,14,49000,0,32.709103,0,0,32-117
01-5345,15,48000,1,24.721424,0,0,18-039
03-1257,37,47000,0,18.73922,0,0,01-272
29-099,42,48000,0,39.143051,0,0,03-1383
50-021,8,47000,0,31.127995,0,0,50-025
40-050,7,47000,0,29.943874,0,0,04-348
01-6831,1,47000,0,19.177277,0,0,17-024
08-226,7,50000,0,31.10746,0,0,05-029
05-005,8,59000,1,52.449009,0,0,02-3039
01-353,16,47000,0,46.535248,0,0,02-3524
02-6577,28,47000,1,19.964409,0,0,01-1494
02-1963,14,50000,0,31.086927,0,0,02-034
08-201,14,48000,0,33.763176,0,0,01-7795
01-8780,31,52000,0,21.744011,0,0,01-5146
02-5765,13,49000,0,18.568104,0,0,02-5168
02-123,33,51000,0,53.633129,0,0,02-3055
02-4671,47,51000,1,28.746063,0,0,11-360
02-3462,36,57000,1,29.67009,0,0,01-2158
01-1592,43,50000,1,43.359341,0,0,42-1263
01-8494,22,47000,0,19.396303,0,0,18-061
42-860,11,49000,1,27.281315,0,0,01-6559
02-5403,39,47000,1,25.036276,0,0,00-393
02-9335,47,48000,0,18.896646,0,0,02-237
01-6110,43,56000,1,29.355236,0,0,15-005
02-6095,22,47000,0,19.793293,0,0,23-015
01-1198,17,50000,0,39.457905,0,0,08-060
01-6412,9,48000,1,21.394936,0,0,01-2795
16-016,12,51000,0,41.812454,0,0,01-4443
01-5159,18,47000,1,25.88501,0,0,01-4593
02-5474,10,47000,1,18.65024,0,0,01-7079
42-1385,19,49000,0,26.370979,0,0,42-1201
99-143,38,53000,0,23.811089,0,0,01-6989
01-350,1,50000,0,41.511292,0,0,01-6379
03-067,31,51000,0,50.539356,0,0,01-2020
02-5294,8,47000,0,19.286791,0,0,02-1491
01-772,45,51000,0,47.274467,0,0,01-087
20-091,32,48000,0,36.281998,0,0,01-2087
01-6849,27,48000,0,23.879534,0,0,01-2795
01-7796,26,46000,1,22.277891,0,0,11-050
01-907,26,48000,0,42.305271,0,0,01-305
01-2797,5,50000,0,29.683779,0,0,01-5258
